 snap  color marker origin halo_id     tsi  sparsity m12    fsubms ksi    d_off  kuiper_V mean_beta
  163.0 red   circle merger 5.026391E7  1.0  2.0651   0.3917 0.7429 0.2865 0.0801 0.1074   0.8453   
  147.0 red   circle merger 5.0309792E7 0.0  1.6913   0.5265 0.5646 0.3735 0.0955 0.0356   0.793    
  157.0 red   circle merger 5.0309792E7 1.0  1.2975   0.5015 0.7304 0.476  0.0284 -0.0107  0.8675   
  167.0 red   circle merger 5.0309792E7 2.0  1.1401   0.4439 0.6629 0.6272 0.0381 -0.0135  0.9092   
  118.0 red   circle merger 5.0324653E7 0.0  3.0695   0.8177 0.7703 0.803  0.0776 -0.0069  0.9525   
  128.0 red   circle merger 5.0324653E7 1.0  1.8439   0.6701 0.8209 0.5663 0.2364 -0.2551  1.0637   
  138.0 red   circle merger 5.0324653E7 2.0  1.4842   0.7759 0.849  0.3852 0.0819 -0.0044  1.0203   
  148.0 red   circle merger 5.0324653E7 3.0  1.1463   0.4124 0.8045 0.6475 0.0628 0.0279   0.9766   
  158.0 red   circle merger 5.0324653E7 4.0  1.284    0.7479 0.8592 0.5501 0.092  -0.1256  0.9019   
  168.0 red   circle merger 5.0324653E7 5.0  1.2767   0.7479 0.866  0.5241 0.127  0.1087   1.0271   
  130.0 red   circle merger 5.0354709E7 0.0  2.1818   0.4383 0.8889 0.7632 0.1182 0.1103   0.8218   
  140.0 red   circle merger 5.0354709E7 1.0  3.321    0.7162 0.9326 0.7719 0.1154 -0.0896  0.9313   
  150.0 red   circle merger 5.0354709E7 2.0  1.5699   0.6971 0.9355 0.8426 0.0851 0.009    0.7444   
  160.0 red   circle merger 5.0354709E7 3.0  2.086    0.8392 0.9389 0.7075 0.1581 0.1967   0.8938   
  130.0 red   circle merger 5.0369596E7 0.0  1.585    0.5202 0.7991 0.6971 0.1327 0.1755   0.8486   
  140.0 red   circle merger 5.0369596E7 1.0  1.5025   0.4538 0.7734 0.6476 0.1799 0.0082   0.6446   
  150.0 red   circle merger 5.0369596E7 2.0  1.3599   0.9    0.9321 0.6669 0.0601 0.0104   0.7305   
  160.0 red   circle merger 5.0369596E7 3.0  1.3585   0.3067 0.8871 0.6576 0.0819 0.0993   0.7      
  126.0 red   circle merger 5.0383162E7 0.0  2.0033   0.924  0.9218 0.6531 0.2852 0.2513   0.8319   
  136.0 red   circle merger 5.0383162E7 1.0  1.5516   0.5134 0.9041 0.8402 0.2508 -0.0599  0.7858   
  146.0 red   circle merger 5.0383162E7 2.0  1.5444   0.5306 0.894  0.7398 0.0434 0.0483   0.7785   
  156.0 red   circle merger 5.0383162E7 3.0  1.3177   0.5306 0.8847 0.664  0.0375 -8.0E-4  0.823    
  166.0 red   circle merger 5.0383162E7 4.0  1.8836   0.5212 0.8691 0.8464 0.0664 0.0142   0.8116   
  151.0 red   circle merger 5.0383527E7 0.0  1.0841   0.534  0.6743 0.8897 0.1582 0.1619   0.8078   
  161.0 red   circle merger 5.0383527E7 1.0  1.5802   0.5649 0.6701 0.7415 0.0743 0.0374   0.9633   
  154.0 red   circle merger 4.9888393E7 0.0  1.23     0.5925 0.6471 0.6637 0.0521 0.0305   0.6797   
  164.0 red   circle merger 4.9888393E7 1.0  1.7697   0.8211 0.876  0.5308 0.206  -0.0185  0.7439   
  149.0 red   circle merger 4.9888752E7 0.0  1.4434   0.5266 0.8705 0.7664 0.2235 -0.2631  0.7131   
  159.0 red   circle merger 4.9888752E7 1.0  1.8735   0.6131 0.8458 0.7819 0.0515 -0.0669  0.8335   
  169.0 red   circle merger 4.9888752E7 2.0  2.7607   0.5781 0.8243 0.9499 0.1285 0.083    0.9076   
  152.0 red   circle merger 4.9903009E7 0.0  1.6276   0.8726 0.7613 0.6079 0.4375 0.2615   0.9557   
  162.0 red   circle merger 4.9903009E7 1.0  1.1896   0.8724 0.8222 0.8105 0.2463 0.1462   0.9955   
  152.0 red   circle merger 4.9903575E7 0.0  1.3124   0.4197 0.6931 0.772  0.0948 -0.0402  0.6746   
  162.0 red   circle merger 4.9903575E7 1.0  1.5081   0.3768 0.7932 0.447  0.0214 0.0719   0.9055   
  151.0 red   circle merger 4.9917358E7 0.0  1.2668   0.6377 0.8684 0.8531 0.1616 0.128    0.7252   
  161.0 red   circle merger 4.9917358E7 1.0  1.3392   0.6123 0.8634 0.8141 0.1452 0.0572   0.7503   
  121.0 red   circle merger 4.993255E7  0.0  1.6834   0.8115 0.8389 0.8121 0.1516 0.0593   0.8849   
  131.0 red   circle merger 4.993255E7  1.0  1.2641   0.8238 0.7866 0.3949 0.1414 -0.087   0.7764   
  141.0 red   circle merger 4.993255E7  2.0  1.1269   0.7344 0.8145 0.8881 0.1326 0.0701   0.9609   
  151.0 red   circle merger 4.993255E7  3.0  1.2741   0.3912 0.7203 0.669  0.1398 0.1539   0.7723   
  161.0 red   circle merger 4.993255E7  4.0  1.4932   0.3912 0.7158 0.7309 0.1004 0.1069   0.7992   
  124.0 red   circle merger 4.9947597E7 0.0  1.7514   0.4088 0.7989 0.5046 0.0785 0.0136   0.8475   
  134.0 red   circle merger 4.9947597E7 1.0  1.9253   0.5744 0.8119 0.6546 0.0814 0.08     0.833    
  144.0 red   circle merger 4.9947597E7 2.0  1.4731   0.5736 0.8437 0.8091 0.1026 0.133    0.7585   
  154.0 red   circle merger 4.9947597E7 3.0  1.525    0.8308 0.881  0.6029 0.0725 0.0631   0.6843   
  164.0 red   circle merger 4.9947597E7 4.0  1.182    0.6736 0.8832 1.0202 0.0703 -0.0498  0.7656   
  169.0 red   circle merger 4.9964344E7 0.0  1.6939   0.41   0.7759 0.6807 0.0219 0.1156   0.8078   
  143.0 red   circle merger 4.9964527E7 0.0  1.436    0.8233 0.7917 0.7556 0.1742 0.0418   0.8278   
  153.0 red   circle merger 4.9964527E7 1.0  1.3937   0.7763 0.8336 0.7037 0.1075 0.0211   0.8407   
  163.0 red   circle merger 4.9964527E7 2.0  3.2527   0.7692 0.8512 0.7823 0.2561 -0.2054  0.9079   
  149.0 red   circle merger 4.9978718E7 0.0  1.8443   0.8092 0.861  0.5749 0.2354 0.2205   0.9101   
  159.0 red   circle merger 4.9978718E7 1.0  1.2807   0.8246 0.8816 0.9484 0.1698 -0.1078  0.9726   
  169.0 red   circle merger 4.9978718E7 2.0  3.2353   0.7651 0.8257 0.6133 0.1519 0.0796   0.8764   
  118.0 red   circle merger 4.9991662E7 0.0  1.024    0.3031 0.5564 1.0519 0.0958 0.0418   0.7151   
  128.0 red   circle merger 4.9991662E7 1.0  1.0775   0.5325 0.56   0.269  0.063  -0.0293  0.8891   
  138.0 red   circle merger 4.9991662E7 2.0  2.1035   0.5639 0.7421 0.6376 0.173  -0.2452  0.8388   
  148.0 red   circle merger 4.9991662E7 3.0  1.2014   0.7101 0.8587 0.8213 0.076  -0.1099  0.8352   
  158.0 red   circle merger 4.9991662E7 4.0  1.2467   0.5333 0.807  0.6805 0.2082 0.1313   0.9354   
  168.0 red   circle merger 4.9991662E7 5.0  1.5609   0.4961 0.8091 0.3714 0.148  -0.0446  1.024    
  135.0 red   circle merger 4.9992355E7 0.0  2.0868   0.46   0.864  0.823  0.1449 -0.0329  0.7278   
  145.0 red   circle merger 4.9992355E7 1.0  2.7799   0.8275 0.9336 1.0256 0.1354 0.1811   0.7167   
  155.0 red   circle merger 4.9992355E7 2.0  1.4984   0.7593 0.9445 0.9464 0.0548 0.0229   0.7186   
  165.0 red   circle merger 4.9992355E7 3.0  1.6775   0.3879 0.9366 0.8944 0.0602 0.0738   0.6723   
  158.0 red   circle merger 5.0005849E7 0.0  1.711    0.7617 0.8796 0.707  0.0494 0.0415   0.6841   
  168.0 red   circle merger 5.0005849E7 1.0  2.1571   0.7811 0.9236 0.7857 0.0183 0.0031   0.7677   
  168.0 red   circle merger 5.0053389E7 0.0  2.3749   0.4361 0.6941 0.7021 0.118  0.0088   0.8195   
  132.0 red   circle merger 5.0082423E7 0.0  2.9244   0.7857 0.8717 0.6286 0.1114 -0.1939  0.9186   
  142.0 red   circle merger 5.0082423E7 1.0  1.4112   0.7954 0.8976 0.8419 0.1522 0.0848   0.8083   
  152.0 red   circle merger 5.0082423E7 2.0  1.9107   0.4517 0.8789 0.7678 0.1052 -0.0515  0.9911   
  162.0 red   circle merger 5.0082423E7 3.0  1.756    0.3749 0.8264 0.692  0.1692 -0.1146  0.9089   
  157.0 red   circle merger 5.0128338E7 0.0  1.8711   0.4003 0.6662 0.812  0.1127 -0.0769  0.8329   
  167.0 red   circle merger 5.0128338E7 1.0  2.4121   0.8884 0.8404 0.4356 0.1521 0.0669   0.9274   
  120.0 red   circle merger 5.0128499E7 0.0  1.3272   0.5463 0.5596 0.1821 0.1327 -0.0773  0.9304   
  130.0 red   circle merger 5.0128499E7 1.0  1.611    0.7786 0.7296 1.008  0.1184 -0.0802  0.663    
  140.0 red   circle merger 5.0128499E7 2.0  1.4093   0.8428 0.6809 1.1138 0.1205 0.0693   0.8947   
  150.0 red   circle merger 5.0128499E7 3.0  1.628    0.7894 0.7844 0.7705 0.1744 -0.1982  0.8757   
  160.0 red   circle merger 5.0128499E7 4.0  1.3687   0.3696 0.774  0.6461 0.0525 0.0699   0.9247   
  138.0 red   circle merger 5.0011756E7 0.0  1.5217   0.9469 0.9152 0.6955 0.1136 0.133    0.7902   
  148.0 red   circle merger 5.0011756E7 1.0  1.2913   0.7069 0.8993 0.7542 0.1962 -0.1814  0.8325   
  158.0 red   circle merger 5.0011756E7 2.0  1.9054   0.4434 0.8938 0.6308 0.1279 0.1268   0.8575   
  168.0 red   circle merger 5.0011756E7 3.0  1.4504   0.4434 0.8924 0.5946 0.1071 0.1347   0.9565   
  123.0 red   circle merger 5.0026671E7 0.0  1.7125   0.5258 0.7206 0.7471 0.1343 0.1598   0.8793   
  133.0 red   circle merger 5.0026671E7 1.0  1.0981   0.5012 0.7909 0.8503 0.0405 -0.1537  0.8768   
  143.0 red   circle merger 5.0026671E7 2.0  1.4211   0.4088 0.7781 0.502  0.1476 -0.1101  0.8713   
  153.0 red   circle merger 5.0026671E7 3.0  1.7756   0.5573 0.8018 0.5671 0.1545 -0.1597  0.9279   
  163.0 red   circle merger 5.0026671E7 4.0  1.613    0.5548 0.7832 0.462  0.0981 0.0656   1.02     
  118.0 red   circle merger 5.0027564E7 0.0  2.6219   0.6617 0.8423 0.6666 0.0662 -0.0041  0.9566   
  128.0 red   circle merger 5.0027564E7 1.0  1.7101   0.7508 0.8761 0.684  0.0645 0.0024   0.9725   
  138.0 red   circle merger 5.0027564E7 2.0  1.6246   0.8032 0.8833 0.631  0.1692 0.0994   0.9182   
  148.0 red   circle merger 5.0027564E7 3.0  1.7023   0.6784 0.833  0.5182 0.1254 0.1657   0.9896   
  158.0 red   circle merger 5.0027564E7 4.0  1.6984   0.6771 0.8119 0.4426 0.0432 0.0197   0.9542   
  168.0 red   circle merger 5.0027564E7 5.0  1.3451   0.3571 0.6708 0.4937 0.1065 -0.0851  0.8242   
  119.0 red   circle merger 5.0027715E7 0.0  1.4136   0.4924 0.7754 0.6322 0.1371 0.0044   0.855    
  129.0 red   circle merger 5.0027715E7 1.0  1.5201   0.7433 0.8185 0.8916 0.1525 0.0399   0.9829   
  139.0 red   circle merger 5.0027715E7 2.0  2.9963   0.7576 0.8262 0.5468 0.1739 0.0764   0.9598   
  149.0 red   circle merger 5.0027715E7 3.0  1.8568   0.7492 0.8086 0.6378 0.1157 0.0654   0.8855   
  159.0 red   circle merger 5.0027715E7 4.0  1.4537   0.745  0.8013 0.5221 0.05   -0.0361  0.8257   
  169.0 red   circle merger 5.0027715E7 5.0  1.336    0.7435 0.8172 0.5513 0.1614 0.0115   0.93     
  133.0 red   circle merger 5.0027844E7 0.0  1.4178   0.2816 0.6847 0.4738 0.155  0.0551   0.9646   
  143.0 red   circle merger 5.0027844E7 1.0  1.2997   0.6906 0.8292 0.7393 0.1403 0.0431   0.9801   
  153.0 red   circle merger 5.0027844E7 2.0  1.5365   0.7584 0.8399 0.7872 0.1355 -0.1182  0.9393   
  163.0 red   circle merger 5.0027844E7 3.0  1.3298   0.7189 0.8453 0.8726 0.0797 -0.1119  0.9383   
  151.0 red   circle merger 5.0070302E7 0.0  1.2087   0.2152 0.5344 0.4671 0.1794 0.1002   0.9593   
  161.0 red   circle merger 5.0070302E7 1.0  1.3175   0.8448 0.8311 0.522  0.1588 0.0691   0.9727   
  139.0 red   circle merger 5.0116708E7 0.0  1.4214   0.7736 0.7996 0.7762 0.4228 0.0559   1.0867   
  149.0 red   circle merger 5.0116708E7 1.0  1.6739   0.831  0.8358 0.9145 0.2365 0.1453   0.9493   
  159.0 red   circle merger 5.0116708E7 2.0  1.5643   0.4883 0.8288 0.7994 0.0668 -0.0944  0.8549   
  169.0 red   circle merger 5.0116708E7 3.0  1.6424   0.5159 0.821  0.4401 0.0375 -0.1137  0.8803   
  164.0 red   circle merger 5.0146863E7 0.0  1.3175   0.6884 0.8931 0.6907 0.1843 0.0289   0.7783   
  124.0 red   circle merger 5.0147065E7 0.0  1.751    0.17   0.5839 0.5844 0.1087 -0.0529  0.9194   
  134.0 red   circle merger 5.0147065E7 1.0  1.1159   0.694  0.8248 0.6255 0.0706 0.115    0.931    
  144.0 red   circle merger 5.0147065E7 2.0  1.2791   0.5192 0.8236 0.8244 0.0927 -0.1415  0.7862   
  154.0 red   circle merger 5.0147065E7 3.0  2.323    0.507  0.7305 0.6191 0.1114 -0.1363  0.831    
  164.0 red   circle merger 5.0147065E7 4.0  1.4647   0.5874 0.7994 0.7605 0.1387 -0.0495  1.0001   
  141.0 red   circle merger 5.0161553E7 0.0  1.0966   0.3732 0.4901 0.3517 0.2313 -0.2092  0.7627   
  161.0 red   circle merger 5.0161553E7 2.0  1.7415   0.9604 0.8747 0.7396 0.0755 0.0783   0.8476   
  123.0 red   circle merger 4.9786474E7 0.0  2.5227   0.7706 0.8765 0.6548 0.123  -0.0542  1.276    
  153.0 red   circle merger 4.9786474E7 3.0  1.3401   0.6442 0.9377 0.8005 0.1228 -0.1265  0.7596   
  163.0 red   circle merger 4.9786474E7 4.0  1.5021   0.6463 0.9333 0.778  0.043  0.0163   0.7535   
  163.0 red   circle merger 4.9817231E7 0.0  1.6326   0.6195 0.8608 0.8102 0.0766 0.0319   0.856    
  128.0 red   circle merger 4.9861917E7 0.0  1.7744   0.406  0.7054 0.6573 0.3125 0.1399   0.8068   
  138.0 red   circle merger 4.9861917E7 1.0  2.2797   0.3705 0.7697 0.6986 0.1964 0.0587   0.8672   
  148.0 red   circle merger 4.9861917E7 2.0  2.0339   0.3432 0.6946 0.6492 0.1262 0.1862   0.9337   
  158.0 red   circle merger 4.9861917E7 3.0  1.1226   0.4981 0.7604 0.7383 0.0255 -0.07    0.8209   
  168.0 red   circle merger 4.9861917E7 4.0  2.3011   0.749  0.8307 0.852  0.1431 -0.0113  0.8881   
  151.0 red   circle merger 4.9893165E7 0.0  1.8558   0.5114 0.7539 0.4925 0.1229 0.0802   0.9492   
  161.0 red   circle merger 4.9893165E7 1.0  1.3074   0.7464 0.8466 0.9007 0.1541 0.1107   1.0052   
  161.0 red   circle merger 4.9893438E7 0.0  1.8579   0.756  0.8047 0.681  0.1756 -0.1516  0.8521   
  125.0 red   circle merger 4.9893694E7 0.0  1.6695   0.8967 0.8926 0.9251 0.1791 -0.2097  0.8259   
  135.0 red   circle merger 4.9893694E7 1.0  1.6498   0.8238 0.9096 1.1201 0.0494 -0.0239  0.7546   
  130.0 red   circle merger 4.9909249E7 0.0  1.3799   0.2336 0.7334 0.5335 0.1521 -0.0174  0.9491   
  140.0 red   circle merger 4.9909249E7 1.0  1.2342   0.6646 0.8308 1.0504 0.0629 -0.0141  0.9601   
  150.0 red   circle merger 4.9909249E7 2.0  1.7112   0.7597 0.804  0.6105 0.1547 -0.0628  0.9089   
  160.0 red   circle merger 4.9909249E7 3.0  2.464    0.6901 0.8272 0.6691 0.1135 -0.1049  0.9159   
  120.0 red   circle merger 4.9953876E7 0.0  1.5976   0.2941 0.794  0.8685 0.148  -0.1591  0.8475   
  130.0 red   circle merger 4.9953876E7 1.0  1.2699   0.8191 0.8927 1.0599 0.0717 -0.0798  0.9053   
  140.0 red   circle merger 4.9953876E7 2.0  1.282    0.5935 0.8769 0.995  0.0736 -0.0452  0.7837   
  150.0 red   circle merger 4.9953876E7 3.0  1.4645   0.5854 0.8769 0.8463 0.0437 -0.0535  0.7508   
  160.0 red   circle merger 4.9953876E7 4.0  1.7523   0.3558 0.8365 0.6294 0.058  -0.0425  0.8109   
  140.0 red   circle merger 4.9954118E7 0.0  3.1217   0.7941 0.8818 0.6578 0.1428 -0.03    0.9169   
  150.0 red   circle merger 4.9954118E7 1.0  1.6086   0.7387 0.8588 0.601  0.1888 -0.1211  0.8477   
  160.0 red   circle merger 4.9954118E7 2.0  1.7704   0.5602 0.8608 0.4428 0.1555 -0.175   0.8533   
  121.0 red   circle merger 4.9969308E7 0.0  2.2445   0.2919 0.707  0.6783 0.5106 -0.4414  0.7905   
  131.0 red   circle merger 4.9969308E7 1.0  1.9583   0.8356 0.9506 0.8599 0.1751 0.1543   0.6633   
  141.0 red   circle merger 4.9969308E7 2.0  1.6124   0.662  0.9436 0.8726 0.0284 0.0091   0.6808   
  151.0 red   circle merger 4.9969308E7 3.0  1.8926   0.2128 0.9186 0.7834 0.069  0.0614   0.7188   
  161.0 red   circle merger 4.9969308E7 4.0  2.7795   0.489  0.9195 0.9159 0.15   0.1079   0.7807   
  138.0 red   circle merger 4.9970381E7 0.0  1.2716   0.6822 0.8264 0.5523 0.1253 0.0168   0.834    
  148.0 red   circle merger 4.9970381E7 1.0  1.196    0.8217 0.9144 0.718  0.0865 -0.1063  0.8257   
  158.0 red   circle merger 4.9970381E7 2.0  1.6383   0.6002 0.9036 0.6085 0.2474 0.2634   0.9524   
  168.0 red   circle merger 4.9970381E7 3.0  1.5247   0.7306 0.9132 0.614  0.2156 0.1991   0.9643   
  118.0 red   circle merger 4.9982809E7 0.0  1.3423   0.596  0.7022 0.35   0.1121 -0.0268  0.802    
  128.0 red   circle merger 4.9982809E7 1.0  1.8132   0.5929 0.6866 0.512  0.1831 0.0785   0.9882   
  138.0 red   circle merger 4.9982809E7 2.0  1.3159   0.5945 0.7094 0.5117 0.152  -0.0173  1.088    
  148.0 red   circle merger 4.9982809E7 3.0  1.1027   0.7803 0.8284 0.563  0.1297 0.0681   0.8922   
  158.0 red   circle merger 4.9982809E7 4.0  1.1799   0.8852 0.8445 0.6148 0.0641 0.0302   0.968    
  168.0 red   circle merger 4.9982809E7 5.0  1.3996   0.8142 0.8611 0.5323 0.1144 0.0331   0.9479   
  128.0 red   circle merger 4.9983193E7 0.0  2.2485   0.8827 0.8439 0.5641 0.3622 0.2635   0.8521   
  138.0 red   circle merger 4.9983193E7 1.0  1.9847   0.1749 0.2074 0.0    0.681  -0.664   1.1333   
  148.0 red   circle merger 4.9983193E7 2.0  2.0775   0.962  0.8847 0.5967 0.2209 -0.0783  0.9408   
  158.0 red   circle merger 4.9983193E7 3.0  1.222    0.962  0.8293 0.6267 0.25   0.1542   0.9652   
  168.0 red   circle merger 4.9983193E7 4.0  2.9998   0.9545 0.8685 0.7269 0.1154 0.0249   0.8921   
  169.0 red   circle merger 5.0030427E7 0.0  1.392    0.1624 0.6532 0.5898 0.1639 0.1333   0.8596   
  125.0 red   circle merger 5.0030542E7 0.0  1.3172   0.644  0.7969 0.6688 0.057  -0.1062  0.8781   
  135.0 red   circle merger 5.0030542E7 1.0  1.2769   0.636  0.785  0.6284 0.1048 -0.0457  0.8855   
  145.0 red   circle merger 5.0030542E7 2.0  1.3777   0.6259 0.7756 0.6553 0.0834 -0.0466  0.7367   
  155.0 red   circle merger 5.0030542E7 3.0  1.7241   0.5354 0.7324 0.54   0.1736 -0.1442  0.8229   
  165.0 red   circle merger 5.0030542E7 4.0  1.5516   0.6203 0.6453 0.7351 0.0745 0.0189   0.7899   
  128.0 red   circle merger 5.0058037E7 0.0  1.3771   0.3087 0.6576 1.0676 0.1222 -0.031   0.75     
  138.0 red   circle merger 5.0058037E7 1.0  4.3068   0.7785 0.8545 0.767  0.1339 -0.0814  0.8403   
  148.0 red   circle merger 5.0058037E7 2.0  2.0101   0.7433 0.8815 0.7398 0.088  0.0578   0.7159   
  158.0 red   circle merger 5.0058037E7 3.0  2.2502   0.674  0.8813 0.7551 0.0635 0.0841   0.7856   
  168.0 red   circle merger 5.0058037E7 4.0  1.6183   0.5433 0.8108 0.7187 0.1312 -0.0059  0.7793   
  145.0 red   circle merger 4.9712688E7 0.0  1.5964   0.5325 0.8776 0.7731 0.0599 0.0332   0.8089   
  155.0 red   circle merger 4.9712688E7 1.0  1.4978   0.7721 0.926  0.6094 0.1357 -0.0146  0.8894   
  165.0 red   circle merger 4.9712688E7 2.0  1.6249   0.7701 0.9169 0.6184 0.124  0.105    0.8799   
  138.0 red   circle merger 4.9714012E7 0.0  1.5512   0.4887 0.863  0.7165 0.0999 -0.0889  0.9273   
  148.0 red   circle merger 4.9714012E7 1.0  1.3878   0.4839 0.8431 1.0078 0.1068 -0.0824  0.8042   
  158.0 red   circle merger 4.9714012E7 2.0  2.5279   0.4839 0.8361 0.4897 0.0708 0.0075   0.8621   
  168.0 red   circle merger 4.9714012E7 3.0  2.0658   0.4831 0.764  0.4802 0.1629 0.0481   0.8703   
  119.0 red   circle merger 4.9725475E7 0.0  1.8981   0.8189 0.8472 0.6738 0.0804 0.0189   0.916    
  129.0 red   circle merger 4.9725475E7 1.0  1.4242   0.8195 0.9088 0.6137 0.1158 0.0925   0.7981   
  139.0 red   circle merger 4.9725475E7 2.0  1.2299   0.6383 0.8953 0.6998 0.1041 0.0195   0.7918   
  149.0 red   circle merger 4.9725475E7 3.0  1.4306   0.4509 0.8982 0.514  0.045  0.06     0.8162   
  159.0 red   circle merger 4.9725475E7 4.0  1.3876   0.696  0.9307 0.6642 0.1073 -0.0259  0.8323   
  169.0 red   circle merger 4.9725475E7 5.0  1.8331   0.6827 0.9026 0.4452 0.05   0.0232   0.895    
  125.0 red   circle merger 4.9725752E7 0.0  1.0606   0.2084 0.2724 0.0    0.1217 -0.1006  0.7016   
  135.0 red   circle merger 4.9725752E7 1.0  1.1443   0.1027 0.2322 0.0    0.0939 0.1862   0.7941   
  145.0 red   circle merger 4.9725752E7 2.0  1.5902   0.4747 0.6042 0.4371 0.2181 0.1272   0.7225   
  155.0 red   circle merger 4.9725752E7 3.0  1.5054   0.4746 0.6774 0.6573 0.1814 -0.0435  0.9304   
  165.0 red   circle merger 4.9725752E7 4.0  2.2458   0.7215 0.8257 0.5899 0.124  -0.0335  0.8666   
  158.0 red   circle merger 4.9739274E7 0.0  1.5252   0.4795 0.7006 0.3718 0.1022 0.0592   0.827    
  168.0 red   circle merger 4.9739274E7 1.0  1.3252   0.4471 0.7443 0.6202 0.1029 0.0478   0.8782   
  163.0 red   circle merger 4.9755461E7 0.0  1.5164   0.2831 0.7422 0.7265 0.0946 0.0897   0.9586   
  164.0 red   circle merger 4.9769933E7 0.0  1.5719   0.5588 0.8298 0.6004 0.0901 0.0857   0.8249   
  120.0 red   circle merger 4.9782866E7 0.0  1.7648   0.723  0.8206 0.6952 0.125  0.1195   0.9652   
  130.0 red   circle merger 4.9782866E7 1.0  1.1999   0.7732 0.871  0.8123 0.0205 0.0516   0.8514   
  140.0 red   circle merger 4.9782866E7 2.0  1.9029   0.6193 0.8294 0.6168 0.2088 0.0717   0.8877   
  150.0 red   circle merger 4.9782866E7 3.0  2.0418   0.4567 0.8329 0.6372 0.0995 0.1588   0.8944   
  160.0 red   circle merger 4.9782866E7 4.0  1.134    0.4567 0.8198 0.6946 0.0698 0.0471   0.877    
  137.0 red   circle merger 4.9799342E7 0.0  1.3567   0.2604 0.5399 0.2378 0.0484 -2.0E-4  0.7519   
  147.0 red   circle merger 4.9799342E7 1.0  1.4014   0.4169 0.6098 0.6333 0.2391 -0.1454  0.8216   
  157.0 red   circle merger 4.9799342E7 2.0  1.5668   0.4168 0.6799 0.4665 0.1521 -0.1102  0.7811   
  167.0 red   circle merger 4.9799342E7 3.0  1.2843   0.4168 0.699  0.4872 0.0857 -0.0156  0.8298   
  118.0 red   circle merger 4.9830369E7 0.0  1.3219   0.8406 0.7172 0.3378 0.2421 -0.1974  0.9287   
  128.0 red   circle merger 4.9830369E7 1.0  1.4749   0.8159 0.8386 0.7735 0.1152 0.1546   0.9221   
  138.0 red   circle merger 4.9830369E7 2.0  2.6091   0.7601 0.8711 0.4543 0.1666 0.1273   0.9055   
  148.0 red   circle merger 4.9830369E7 3.0  1.4176   0.5447 0.8717 0.6424 0.0468 -0.1206  0.8842   
  158.0 red   circle merger 4.9830369E7 4.0  2.4032   0.546  0.8481 0.8163 0.1875 0.0943   0.914    
  168.0 red   circle merger 4.9830369E7 5.0  1.6864   0.4986 0.8064 0.6332 0.0841 0.0563   0.9388   
  136.0 red   circle merger 4.9830528E7 0.0  1.477    0.4313 0.8088 0.9287 0.1197 -0.0895  1.0221   
  146.0 red   circle merger 4.9830528E7 1.0  2.5324   0.4314 0.7947 0.7732 0.151  -0.072   0.989    
  156.0 red   circle merger 4.9830528E7 2.0  2.0358   0.8076 0.8501 0.8249 0.1654 -0.125   0.9259   
  166.0 red   circle merger 4.9830528E7 3.0  1.5415   0.8237 0.873  0.7178 0.1526 -0.1357  0.7638   
  157.0 red   circle merger 4.9830983E7 0.0  1.7489   0.7999 0.7881 0.7914 0.1672 0.1574   1.035    
  167.0 red   circle merger 4.9830983E7 1.0  1.8309   0.795  0.8051 0.7155 0.2349 0.0281   0.9827   
  159.0 red   circle merger 4.9875575E7 0.0  1.2009   0.5327 0.7632 0.7347 0.0621 0.0017   0.8426   
  169.0 red   circle merger 4.9875575E7 1.0  1.8584   0.3605 0.7625 0.7123 0.0628 0.0055   0.7408   
  150.0 red   circle merger 4.987568E7  1.0  1.6834   0.916  0.8723 0.5802 0.1242 0.0772   0.9711   
  160.0 red   circle merger 4.987568E7  2.0  1.3466   0.622  0.8515 0.8712 0.1405 0.0312   1.0018   
  142.0 red   circle merger 4.9891689E7 0.0  1.4639   0.7729 0.87   0.5763 0.1046 -0.0923  0.7785   
  152.0 red   circle merger 4.9891689E7 1.0  1.4121   0.876  0.904  0.6915 0.066  0.0931   0.8945   
  162.0 red   circle merger 4.9891689E7 2.0  1.3065   0.7224 0.9018 0.6876 0.1014 0.1427   0.8848   
  131.0 red   circle merger 4.9892416E7 0.0  2.5414   0.658  0.8354 0.5587 0.3658 0.0378   0.8703   
  141.0 red   circle merger 4.9892416E7 1.0  1.2159   0.6796 0.852  0.856  0.122  0.135    0.9215   
  151.0 red   circle merger 4.9892416E7 2.0  1.7347   0.649  0.8353 0.5238 0.1273 -0.0768  0.9336   
  161.0 red   circle merger 4.9892416E7 3.0  1.1235   0.6213 0.8117 0.6201 0.2228 -0.2146  0.8683   
  125.0 red   circle merger 4.9892618E7 0.0  1.6378   0.8693 0.7997 0.8035 0.3483 0.0247   0.8099   
  135.0 red   circle merger 4.9892618E7 1.0  1.8224   0.7856 0.8904 0.6859 0.1206 0.1397   0.9637   
  145.0 red   circle merger 4.9892618E7 2.0  1.1289   0.8296 0.891  0.88   0.0275 0.128    0.8425   
  155.0 red   circle merger 4.9892618E7 3.0  1.7775   0.432  0.8614 0.6121 0.0485 0.0878   0.8501   
  165.0 red   circle merger 4.9892618E7 4.0  1.4148   0.4658 0.8715 0.8063 0.0158 0.04     0.9007   
  136.0 red   circle merger 4.9936801E7 0.0  1.9095   0.7608 0.8392 0.8168 0.117  -0.0115  0.9316   
  146.0 red   circle merger 4.9936801E7 1.0  1.4269   0.7654 0.872  0.636  0.0955 -0.0912  0.9954   
