 snap  color marker origin halo_id     tsi  sparsity m12    fsubms ksi    d_off  kuiper_V mean_beta
  155.0 red   circle merger 5.0084385E7 0.0  1.6688   0.7727 0.7974 0.7988 0.1041 0.0798   0.8781   
  165.0 red   circle merger 5.0084385E7 1.0  1.5405   0.7901 0.8124 0.8174 0.1192 0.1116   0.9203   
  157.0 red   circle merger 5.0100058E7 0.0  1.2944   0.38   0.6542 0.7488 0.1555 -0.0746  0.7664   
  167.0 red   circle merger 5.0100058E7 1.0  1.6358   0.4698 0.6765 0.6518 0.1712 -0.0934  0.7388   
  118.0 red   circle merger 5.0226793E7 0.0  1.7175   0.7696 0.8381 0.6275 0.1398 -0.0012  0.9694   
  128.0 red   circle merger 5.0226793E7 1.0  1.4004   1.0081 0.9124 0.6724 0.0462 -0.0041  0.98     
  138.0 red   circle merger 5.0226793E7 2.0  1.1566   0.7562 0.8971 0.672  0.1444 -0.1575  0.8611   
  148.0 red   circle merger 5.0226793E7 3.0  1.163    0.7268 0.8886 0.5173 0.0443 -0.0509  0.8558   
  158.0 red   circle merger 5.0226793E7 4.0  1.3811   0.5724 0.8547 0.5163 0.1682 0.1218   0.8335   
  168.0 red   circle merger 5.0226793E7 5.0  1.5156   0.2949 0.8346 0.6205 0.0693 -0.0405  0.8778   
  152.0 red   circle merger 5.0274784E7 0.0  1.4174   0.6536 0.8428 0.8506 0.1361 -0.0795  0.7685   
  162.0 red   circle merger 5.0274784E7 1.0  1.5962   0.6534 0.8661 0.8787 0.0704 -0.0771  0.7232   
  169.0 red   circle merger 5.0275104E7 0.0  1.3872   0.2885 0.77   0.5002 0.1174 0.1278   0.8453   
  127.0 red   circle merger 5.0289112E7 0.0  1.6254   0.313  0.6282 0.4886 0.0771 0.0733   0.9633   
  137.0 red   circle merger 5.0289112E7 1.0  1.7068   0.2821 0.7332 0.8281 0.1793 -0.0352  0.8883   
  147.0 red   circle merger 5.0289112E7 2.0  1.5539   0.8434 0.8652 1.1207 0.1497 -0.0824  0.8349   
  157.0 red   circle merger 5.0289112E7 3.0  1.3353   0.8199 0.8635 0.5411 0.1189 0.0718   0.9025   
  167.0 red   circle merger 5.0289112E7 4.0  1.762    0.8008 0.8371 0.6367 0.179  -0.0569  0.9584   
  118.0 red   circle merger 5.0304287E7 0.0  1.927    0.6174 0.6972 0.2419 0.1158 0.1973   1.0668   
  128.0 red   circle merger 5.0304287E7 1.0  1.6336   0.5932 0.7589 0.9767 0.1879 0.2287   1.0409   
  138.0 red   circle merger 5.0304287E7 2.0  1.5592   0.5841 0.7051 0.3823 0.0794 0.0425   0.9359   
  148.0 red   circle merger 5.0304287E7 3.0  2.0269   0.7608 0.8339 0.3976 0.1313 -0.0304  0.8839   
  158.0 red   circle merger 5.0304287E7 4.0  1.6053   0.6911 0.8585 0.4316 0.058  0.0145   0.9486   
  168.0 red   circle merger 5.0304287E7 5.0  2.0782   0.7728 0.8615 0.6247 0.0907 0.0712   0.9861   
  168.0 red   circle merger 5.033417E7  0.0  1.9021   0.4133 0.7099 0.6898 0.1146 0.0153   0.7972   
  140.0 red   circle merger 5.0348435E7 0.0  1.0489   0.0292 0.259  0.0    0.2144 -0.2384  0.5613   
  150.0 red   circle merger 5.0348435E7 1.0  1.4335   0.6001 0.7736 0.5054 0.0388 0.0273   0.8482   
  160.0 red   circle merger 5.0348435E7 2.0  1.5294   0.4947 0.7471 0.6477 0.0921 0.1475   0.8566   
  130.0 red   circle merger 5.0363819E7 0.0  1.0083   0.1542 0.261  1.1218 0.3089 -0.3873  0.7146   
  140.0 red   circle merger 5.0363819E7 1.0  1.0489   0.6103 0.6325 0.831  0.5524 -0.2459  1.0748   
  150.0 red   circle merger 5.0363819E7 2.0  1.4153   0.9602 0.9176 0.6308 0.1563 -0.0978  0.8897   
  160.0 red   circle merger 5.0363819E7 3.0  1.7231   0.9407 0.8953 0.5825 0.2853 0.1811   1.1299   
  121.0 red   circle merger 5.0364124E7 0.0  1.7228   0.5123 0.8618 0.822  0.2444 0.2162   0.8357   
  131.0 red   circle merger 5.0364124E7 1.0  1.483    0.5433 0.8342 0.6459 0.2095 -0.1303  0.9278   
  141.0 red   circle merger 5.0364124E7 2.0  1.6147   0.4381 0.7663 0.993  0.1507 -0.1076  0.8637   
  151.0 red   circle merger 5.0364124E7 3.0  1.6941   0.438  0.8287 0.772  0.0682 0.0327   0.872    
  161.0 red   circle merger 5.0364124E7 4.0  1.7002   0.7366 0.8989 0.5495 0.0928 -0.032   0.9125   
  153.0 red   circle merger 5.0379555E7 0.0  2.0162   0.6989 0.7993 0.601  0.273  0.0844   0.868    
  163.0 red   circle merger 5.0379555E7 1.0  1.2534   0.8033 0.8715 0.5173 0.1002 0.0761   0.9677   
  168.0 red   circle merger 5.0380363E7 0.0  1.6529   0.3749 0.7244 0.7986 0.041  -0.0317  0.8401   
  126.0 red   circle merger 5.0380564E7 0.0  2.9746   0.849  0.8367 0.799  0.2375 0.0303   0.9334   
  136.0 red   circle merger 5.0380564E7 1.0  1.0955   0.8084 0.8372 1.2945 0.0514 0.0229   0.7427   
  146.0 red   circle merger 5.0380564E7 2.0  1.3819   0.6479 0.7839 0.8956 0.0297 0.0884   0.8479   
  156.0 red   circle merger 5.0380564E7 3.0  1.2972   0.407  0.7317 0.3774 0.1094 0.134    0.7794   
  166.0 red   circle merger 5.0380564E7 4.0  1.1778   0.4395 0.6948 0.4829 0.0663 0.0159   0.9322   
  144.0 red   circle merger 5.0393469E7 0.0  1.2457   0.7764 0.7867 0.6324 0.3437 0.1716   1.0559   
  154.0 red   circle merger 5.0393469E7 1.0  1.389    0.768  0.8491 0.5733 0.0919 0.0287   0.7808   
  164.0 red   circle merger 5.0393469E7 2.0  3.8457   0.7273 0.8661 0.6224 0.2646 -0.1747  0.9682   
  127.0 red   circle merger 5.0393762E7 0.0  2.3645   0.7639 0.8134 0.9764 0.1553 -0.1012  1.15     
  137.0 red   circle merger 5.0393762E7 1.0  1.4549   0.7412 0.853  0.6591 0.1069 0.1186   1.0494   
  147.0 red   circle merger 5.0393762E7 2.0  1.6909   0.723  0.7352 0.937  0.1711 0.0208   1.1904   
  157.0 red   circle merger 5.0393762E7 3.0  1.3369   0.7685 0.8621 0.6919 0.2013 0.2151   1.0737   
  167.0 red   circle merger 5.0393762E7 4.0  1.9851   0.7119 0.8503 0.5908 0.202  -0.2779  0.8787   
  146.0 red   circle merger 5.0423545E7 0.0  2.3303   0.4537 0.8479 0.5617 0.2104 -0.0217  0.8666   
  156.0 red   circle merger 5.0423545E7 1.0  1.7179   0.5355 0.8682 0.6714 0.089  -0.0966  0.9537   
  166.0 red   circle merger 5.0423545E7 2.0  1.8512   0.5377 0.852  0.6062 0.113  -0.1183  0.9452   
  162.0 red   circle merger 5.0423758E7 0.0  1.3147   0.4494 0.8    0.6795 0.0834 -0.1086  0.9317   
  161.0 red   circle merger 5.0439896E7 0.0  1.6986   0.4003 0.7775 0.5324 0.1207 -0.0669  0.7791   
  167.0 red   circle merger 5.0440016E7 0.0  1.2545   0.6197 0.6971 0.8179 0.1538 -0.1246  0.8644   
  129.0 red   circle merger 5.0453973E7 0.0  1.9431   0.7912 0.8817 0.7341 0.2717 0.1775   0.9202   
  139.0 red   circle merger 5.0453973E7 1.0  1.3714   0.8204 0.9151 0.6055 0.0756 0.0897   1.0414   
  149.0 red   circle merger 5.0453973E7 2.0  1.8699   0.4845 0.8711 0.586  0.2382 0.0818   0.8061   
  159.0 red   circle merger 5.0453973E7 3.0  1.8566   0.5515 0.8585 0.4557 0.0248 0.0955   0.8751   
  169.0 red   circle merger 5.0453973E7 4.0  2.2455   0.6893 0.888  0.6442 0.1586 -0.038   0.852    
  164.0 red   circle merger 4.9448324E7 0.0  1.7367   0.7997 0.8733 0.5317 0.0307 0.0575   0.9204   
  124.0 red   circle merger 4.9505938E7 0.0  2.1601   0.869  0.8964 0.8578 0.1591 0.124    0.8185   
  134.0 red   circle merger 4.9505938E7 1.0  2.0738   0.81   0.9247 0.6484 0.0943 -0.014   0.764    
  144.0 red   circle merger 4.9505938E7 2.0  1.3678   0.8061 0.9112 0.8003 0.1594 -0.1011  0.7825   
  154.0 red   circle merger 4.9505938E7 3.0  1.491    0.6141 0.8832 0.6642 0.0349 -0.048   0.8009   
  164.0 red   circle merger 4.9505938E7 4.0  1.5141   0.5276 0.8483 0.7082 0.0822 -0.063   0.7505   
  131.0 red   circle merger 4.952046E7  0.0  1.2633   0.1504 0.3926 0.6222 0.2655 -0.1861  0.8919   
  141.0 red   circle merger 4.952046E7  1.0  1.3812   0.237  0.5398 0.7935 0.1137 0.0807   0.8464   
  151.0 red   circle merger 4.952046E7  2.0  1.1961   0.6108 0.7532 0.9148 0.1184 0.1509   0.8679   
  161.0 red   circle merger 4.952046E7  3.0  1.8313   0.7114 0.7711 0.5833 0.0917 0.1139   0.8109   
  121.0 red   circle merger 4.9536962E7 0.0  1.657    0.7792 0.8317 0.7873 0.2948 -0.1931  1.0027   
  131.0 red   circle merger 4.9536962E7 1.0  1.3411   0.7853 0.849  0.9912 0.0834 0.1303   0.9469   
  141.0 red   circle merger 4.9536962E7 2.0  1.6329   0.7029 0.8472 0.763  0.0999 -0.0348  0.9225   
  151.0 red   circle merger 4.9536962E7 3.0  2.1777   0.4823 0.8243 0.4691 0.1224 -0.1023  0.8785   
  161.0 red   circle merger 4.9536962E7 4.0  3.1563   0.4859 0.8128 0.6579 0.1728 0.1379   0.9884   
  128.0 red   circle merger 4.9612679E7 0.0  1.9245   0.5008 0.8097 0.7637 0.0529 -0.1057  0.8227   
  138.0 red   circle merger 4.9612679E7 1.0  1.5906   0.5563 0.8693 0.8243 0.1739 0.1381   0.8842   
  148.0 red   circle merger 4.9612679E7 2.0  2.2038   0.5004 0.8604 0.6247 0.2125 -0.1366  0.9535   
  158.0 red   circle merger 4.9612679E7 3.0  4.0527   0.7188 0.8903 0.6879 0.2213 -0.2048  0.9355   
  168.0 red   circle merger 4.9612679E7 4.0  2.7561   0.3652 0.8435 0.6259 0.1138 0.0408   0.9024   
  166.0 red   circle merger 4.9628635E7 0.0  1.6848   0.3475 0.8669 0.8827 0.1025 -0.011   0.8814   
  135.0 red   circle merger 4.9629088E7 0.0  2.2705   0.8534 0.8976 0.9555 0.1694 0.2408   0.9031   
  145.0 red   circle merger 4.9629088E7 1.0  1.3277   0.8119 0.8989 0.9724 0.0915 0.1523   0.7624   
  155.0 red   circle merger 4.9629088E7 2.0  1.3471   0.5338 0.8687 0.8996 0.0334 0.0367   0.8228   
  165.0 red   circle merger 4.9629088E7 3.0  2.0716   0.5211 0.8011 0.6593 0.0514 0.037    0.7793   
  138.0 red   circle merger 4.9643699E7 0.0  1.5216   0.8439 0.9222 0.8543 0.1449 -0.0607  0.7514   
  148.0 red   circle merger 4.9643699E7 1.0  2.1035   0.8281 0.9462 0.5583 0.1077 0.0902   0.6879   
  158.0 red   circle merger 4.9643699E7 2.0  1.4936   0.736  0.9486 0.7141 0.045  -0.0136  0.6153   
  168.0 red   circle merger 4.9643699E7 3.0  1.8766   0.5845 0.9484 0.7817 0.0855 -0.0179  0.7088   
  130.0 red   circle merger 4.9644003E7 0.0  1.2982   0.5607 0.7685 0.6801 0.0224 -0.0085  0.9555   
  140.0 red   circle merger 4.9644003E7 1.0  2.3854   0.5565 0.7417 0.6042 0.1463 -0.1517  0.8396   
  150.0 red   circle merger 4.9644003E7 2.0  1.6625   0.5477 0.7317 0.8438 0.0883 0.0094   0.8699   
  160.0 red   circle merger 4.9644003E7 3.0  1.5607   0.7997 0.8491 0.701  0.1388 -0.0151  0.8016   
  166.0 red   circle merger 4.9672131E7 0.0  1.4654   0.4914 0.8379 0.6338 0.0845 0.056    0.8044   
  143.0 red   circle merger 4.9688671E7 0.0  1.29     0.3759 0.8557 0.4352 0.0937 0.1167   0.7647   
  153.0 red   circle merger 4.9688671E7 1.0  1.3783   0.8424 0.914  0.588  0.0736 -0.0297  0.8148   
  163.0 red   circle merger 4.9688671E7 2.0  1.4137   0.7967 0.9115 0.6481 0.0541 -0.0116  0.8191   
  125.0 red   circle merger 4.9689128E7 0.0  1.708    0.2901 0.706  0.4201 0.0301 -0.0065  0.7606   
  135.0 red   circle merger 4.9689128E7 1.0  1.3432   0.466  0.7573 0.7522 0.0578 -0.108   0.7404   
  145.0 red   circle merger 4.9689128E7 2.0  1.5448   0.8956 0.8733 0.4957 0.0448 0.0194   0.8164   
  155.0 red   circle merger 4.9689128E7 3.0  1.449    0.8656 0.8935 0.55   0.0201 0.0499   0.6887   
  165.0 red   circle merger 4.9689128E7 4.0  1.2358   0.5898 0.8769 0.4262 0.0865 -0.0182  0.7776   
  152.0 red   circle merger 4.9690073E7 0.0  2.469    0.8271 0.8775 0.5619 0.1892 -0.0723  0.9247   
  162.0 red   circle merger 4.9690073E7 1.0  1.8205   0.8271 0.8976 0.6341 0.1245 0.0358   0.8426   
  145.0 red   circle merger 4.9690603E7 0.0  1.0951   0.1265 0.4636 0.5295 0.1566 -0.0809  0.9941   
  155.0 red   circle merger 4.9690603E7 1.0  1.3349   0.6766 0.8215 0.7874 0.1142 -0.0387  1.0257   
  165.0 red   circle merger 4.9690603E7 2.0  1.338    0.7185 0.8544 0.5401 0.178  -0.216   0.9858   
  129.0 red   circle merger 4.9716103E7 0.0  2.0887   0.5291 0.772  0.5265 0.0232 -0.0742  0.9673   
  139.0 red   circle merger 4.9716103E7 1.0  1.8587   0.4838 0.8338 0.779  0.1127 0.0224   0.9488   
  149.0 red   circle merger 4.9716103E7 2.0  1.403    0.7658 0.9202 0.5711 0.1086 -0.1571  0.9705   
  159.0 red   circle merger 4.9716103E7 3.0  1.287    0.7592 0.8987 0.7784 0.177  0.1605   1.0499   
  169.0 red   circle merger 4.9716103E7 4.0  1.9426   0.7468 0.8976 0.6702 0.103  0.1064   1.0565   
  124.0 red   circle merger 4.9716278E7 0.0  1.5391   0.5383 0.7141 0.7564 0.1773 -0.0395  0.9689   
  134.0 red   circle merger 4.9716278E7 1.0  1.7972   0.4837 0.7406 0.7326 0.0505 -0.0919  0.8856   
  144.0 red   circle merger 4.9716278E7 2.0  1.4556   0.488  0.6806 0.6208 0.2754 -0.1033  0.9588   
  154.0 red   circle merger 4.9716278E7 3.0  1.4812   0.4873 0.7259 0.269  0.3136 -0.0372  0.8899   
  164.0 red   circle merger 4.9716278E7 4.0  2.4285   0.7425 0.7474 0.172  0.167  0.2002   0.9063   
  142.0 red   circle merger 4.9716659E7 0.0  1.4529   0.742  0.8419 0.6198 0.3151 0.2664   1.087    
  152.0 red   circle merger 4.9716659E7 1.0  1.2052   0.9303 0.8339 0.9444 0.132  0.0646   1.0717   
  162.0 red   circle merger 4.9716659E7 2.0  2.4438   0.8534 0.8602 1.0707 0.2832 -0.1396  0.9667   
  132.0 red   circle merger 4.9539395E7 0.0  1.4597   0.6665 0.754  0.3154 0.19   -0.2154  1.0344   
  142.0 red   circle merger 4.9539395E7 1.0  3.1274   0.7109 0.8896 0.5546 0.2013 -0.1181  1.0203   
  152.0 red   circle merger 4.9539395E7 2.0  1.6095   0.8525 0.8652 0.7801 0.2732 0.0799   0.9358   
  162.0 red   circle merger 4.9539395E7 3.0  2.0281   0.8331 0.8524 0.7375 0.2387 0.0783   0.9084   
  161.0 red   circle merger 4.9539526E7 0.0  1.3419   0.5371 0.7705 0.6138 0.087  -0.0643  0.9054   
  135.0 red   circle merger 4.9584124E7 0.0  1.8379   0.8044 0.899  0.6451 0.2639 0.0862   0.802    
  145.0 red   circle merger 4.9584124E7 1.0  1.4342   0.782  0.9146 0.6962 0.1092 0.0657   0.7805   
  155.0 red   circle merger 4.9584124E7 2.0  2.5387   0.6936 0.8778 0.7015 0.2106 -0.0202  0.741    
  165.0 red   circle merger 4.9584124E7 3.0  2.16     0.69   0.865  0.7959 0.1232 -0.1637  0.85     
  122.0 red   circle merger 4.9597867E7 0.0  1.5036   0.4924 0.7464 0.7403 0.1779 -0.2021  0.9379   
  132.0 red   circle merger 4.9597867E7 1.0  1.5236   0.4919 0.6999 0.9627 0.0506 -0.0965  0.8464   
  142.0 red   circle merger 4.9597867E7 2.0  1.7586   0.4908 0.7184 0.838  0.1249 0.07     0.8457   
  152.0 red   circle merger 4.9597867E7 3.0  1.3893   0.7985 0.8874 0.4212 0.034  0.0085   0.9467   
  162.0 red   circle merger 4.9597867E7 4.0  1.9798   0.5576 0.8933 0.5383 0.1016 -0.0224  0.8894   
  157.0 red   circle merger 4.9612733E7 0.0  1.5137   0.5389 0.7821 0.8891 0.2424 -0.2628  0.9809   
  167.0 red   circle merger 4.9612733E7 1.0  2.4813   0.8767 0.8777 0.6212 0.2414 -0.2517  0.9721   
  145.0 red   circle merger 4.9644363E7 0.0  1.2706   0.0882 0.509  0.3967 0.0393 -0.0523  0.7754   
  155.0 red   circle merger 4.9644363E7 1.0  1.0887   0.5147 0.6771 0.9527 0.1355 0.0185   0.9699   
  165.0 red   circle merger 4.9644363E7 2.0  1.6511   0.8135 0.8358 0.4205 0.0386 0.0173   1.0167   
  120.0 red   circle merger 4.9659926E7 0.0  1.3841   0.5473 0.7276 0.7768 0.1253 -0.1043  0.9053   
  130.0 red   circle merger 4.9659926E7 1.0  2.7473   0.6499 0.7581 0.3707 0.3238 -0.0649  1.0368   
  140.0 red   circle merger 4.9659926E7 2.0  1.3713   0.6476 0.7035 0.7892 0.0529 -0.0261  1.0073   
  150.0 red   circle merger 4.9659926E7 3.0  1.0989   0.6391 0.7594 0.7528 0.1297 0.0907   0.9398   
  160.0 red   circle merger 4.9659926E7 4.0  1.6571   0.6211 0.7793 0.6349 0.0413 0.1033   0.8434   
  118.0 red   circle merger 4.967451E7  0.0  1.567    0.6022 0.6913 1.109  0.1187 0.1321   0.7538   
  128.0 red   circle merger 4.967451E7  1.0  1.1833   0.8085 0.8827 0.6441 0.0298 0.0505   0.8582   
  138.0 red   circle merger 4.967451E7  2.0  2.1266   0.7774 0.8393 0.4383 0.2926 -0.0935  0.8524   
  148.0 red   circle merger 4.967451E7  3.0  2.1026   0.4471 0.8757 0.797  0.159  0.126    0.8211   
  158.0 red   circle merger 4.967451E7  4.0  1.6153   0.4467 0.8834 0.9698 0.1102 0.0696   0.8469   
  168.0 red   circle merger 4.967451E7  5.0  2.2394   0.45   0.8721 0.6174 0.0999 0.0196   0.8774   
  134.0 red   circle merger 4.9675165E7 0.0  1.3902   0.3356 0.4383 0.7328 0.262  -0.2074  0.7755   
  144.0 red   circle merger 4.9675165E7 1.0  1.7631   0.4003 0.6033 0.4824 0.123  0.158    0.709    
  154.0 red   circle merger 4.9675165E7 2.0  2.1218   0.8609 0.8416 0.4743 0.3522 0.0897   0.909    
  164.0 red   circle merger 4.9675165E7 3.0  1.4395   0.8572 0.883  0.6206 0.0907 -0.0044  0.9138   
  148.0 red   circle merger 4.9702239E7 0.0  1.4217   0.138  0.602  0.6328 0.192  -0.0214  0.8234   
  158.0 red   circle merger 4.9702239E7 1.0  1.0992   0.3182 0.6312 0.7093 0.1097 -0.082   0.7275   
  168.0 red   circle merger 4.9702239E7 2.0  1.7467   0.8239 0.8607 0.4446 0.23   -0.1745  0.8082   
  118.0 red   circle merger 4.9733054E7 0.0  1.8492   0.806  0.771  1.1942 0.222  0.2241   0.7774   
  128.0 red   circle merger 4.9733054E7 1.0  1.5837   0.8232 0.7935 0.4753 0.1281 0.1149   0.847    
  138.0 red   circle merger 4.9733054E7 2.0  1.4893   0.5682 0.6775 0.6376 0.1601 -0.1928  0.8053   
  148.0 red   circle merger 4.9733054E7 3.0  2.4655   0.53   0.7283 0.9352 0.2141 -0.2211  0.9103   
  158.0 red   circle merger 4.9733054E7 4.0  1.5189   0.53   0.72   0.7812 0.1923 0.1695   0.8453   
  168.0 red   circle merger 4.9733054E7 5.0  1.9866   0.5298 0.8243 0.723  0.1579 0.1431   0.9103   
  138.0 red   circle merger 4.976313E7  0.0  1.2227   0.4517 0.7615 0.7432 0.028  0.0016   0.8643   
  148.0 red   circle merger 4.976313E7  1.0  1.5696   0.2883 0.7048 1.0422 0.0789 0.0959   0.8493   
  158.0 red   circle merger 4.976313E7  2.0  2.0984   0.3794 0.7219 0.7233 0.1461 0.0223   0.9322   
  168.0 red   circle merger 4.976313E7  3.0  1.1401   0.7674 0.8938 0.6359 0.0224 -0.0224  0.892    
  127.0 red   circle merger 4.9764309E7 0.0  1.4594   0.2674 0.5956 0.3431 0.0991 0.0472   0.8382   
  137.0 red   circle merger 4.9764309E7 1.0  1.2614   0.8583 0.8832 0.7768 0.0421 0.0496   0.9992   
  147.0 red   circle merger 4.9764309E7 2.0  2.8637   0.6725 0.8597 0.7906 0.206  -0.0302  0.9528   
  157.0 red   circle merger 4.9764309E7 3.0  2.5915   0.5779 0.8463 0.6033 0.1314 -0.0563  0.7816   
  167.0 red   circle merger 4.9764309E7 4.0  1.6801   0.5797 0.8234 0.4044 0.0666 -0.0434  0.9363   
  138.0 red   circle merger 4.9764479E7 0.0  1.836    0.4686 0.7073 0.4807 0.2467 0.2131   0.8444   
  148.0 red   circle merger 4.9764479E7 1.0  2.0722   0.8199 0.8757 0.7034 0.1921 0.08     0.879    
  158.0 red   circle merger 4.9764479E7 2.0  1.4835   0.5046 0.8277 0.7239 0.064  0.0656   0.88     
  168.0 red   circle merger 4.9764479E7 3.0  2.0048   0.5843 0.8485 0.4792 0.0581 0.0256   0.8715   
  128.0 red   circle merger 4.9764891E7 0.0  1.3404   0.7931 0.7971 0.5879 0.108  0.0575   0.7427   
  138.0 red   circle merger 4.9764891E7 1.0  1.3465   0.7833 0.8489 1.0237 0.1596 0.1504   0.8251   
  148.0 red   circle merger 4.9764891E7 2.0  2.1453   0.6995 0.8363 0.7755 0.1324 0.0179   0.7957   
  158.0 red   circle merger 4.9764891E7 3.0  1.5041   0.6652 0.8182 0.6346 0.0597 0.0836   0.7412   
  168.0 red   circle merger 4.9764891E7 4.0  1.604    0.5234 0.7523 0.6093 0.1004 -0.123   0.7845   
  147.0 red   circle merger 4.9775965E7 1.0  1.7096   0.86   0.8792 0.4889 0.2628 0.0242   1.0071   
  157.0 red   circle merger 4.9775965E7 2.0  1.1137   0.7526 0.8328 0.717  0.1205 0.0847   1.0276   
  167.0 red   circle merger 4.9775965E7 3.0  1.1239   0.7532 0.7666 0.4294 0.1647 -0.1619  0.855    
  166.0 red   circle merger 4.982392E7  0.0  2.4842   0.7041 0.926  0.7478 0.2695 0.1647   0.8638   
  142.0 red   circle merger 4.986394E7  0.0  1.2164   0.2795 0.621  0.5802 0.0611 -0.083   0.7825   
  152.0 red   circle merger 4.986394E7  1.0  2.8512   0.8056 0.8975 0.6775 0.0938 -0.1197  0.9323   
  162.0 red   circle merger 4.986394E7  2.0  1.7947   0.8081 0.9261 0.7242 0.2375 0.1273   0.9395   
  141.0 red   circle merger 4.987937E7  0.0  1.349    0.2487 0.6479 0.7135 0.123  0.0715   0.976    
  151.0 red   circle merger 4.987937E7  1.0  2.754    0.7915 0.8062 0.8597 0.283  0.0349   0.79     
  161.0 red   circle merger 4.987937E7  2.0  1.9623   0.8565 0.8034 0.6799 0.1821 -0.1157  0.8927   
  168.0 red   circle merger 4.9893275E7 0.0  1.8073   0.5624 0.8471 0.7264 0.1788 -0.1745  0.7812   
  129.0 red   circle merger 4.9937824E7 0.0  2.237    0.8409 0.8398 0.9186 0.1439 0.1289   0.9324   
  139.0 red   circle merger 4.9937824E7 1.0  1.2146   0.8171 0.8385 0.463  0.0527 0.0038   0.9259   
  149.0 red   circle merger 4.9937824E7 2.0  1.7294   0.7512 0.8119 0.8481 0.1727 0.0122   0.8002   
  159.0 red   circle merger 4.9937824E7 3.0  1.7903   0.6249 0.7787 0.6161 0.1354 0.0866   0.8349   
  169.0 red   circle merger 4.9937824E7 4.0  1.2903   0.5627 0.7306 0.3919 0.0699 0.0562   0.8444   
  128.0 red   circle merger 4.9966843E7 0.0  1.5364   0.3802 0.8062 0.691  0.1213 -0.1846  0.8171   
  138.0 red   circle merger 4.9966843E7 1.0  1.589    0.4286 0.8174 0.3946 0.104  -0.0479  0.8592   
  148.0 red   circle merger 4.9966843E7 2.0  1.5073   0.8767 0.9206 0.5288 0.0899 -0.0889  0.8571   
  158.0 red   circle merger 4.9966843E7 3.0  1.4852   0.6581 0.9109 0.6439 0.0814 -0.0097  0.894    
  168.0 red   circle merger 4.9966843E7 4.0  1.98     0.6417 0.9046 0.6873 0.0986 0.0647   0.7745   
  154.0 red   circle merger 4.9982517E7 0.0  2.4265   0.7162 0.8855 0.5468 0.18   0.1896   1.0487   
  164.0 red   circle merger 4.9982517E7 1.0  1.2225   0.7373 0.8798 0.8234 0.1743 0.0134   0.8685   
  156.0 red   circle merger 4.999739E7  0.0  1.6556   0.7177 0.8817 0.6569 0.1352 -0.0147  0.7563   
  166.0 red   circle merger 4.999739E7  1.0  1.2812   0.7177 0.903  0.7741 0.0441 0.0533   0.8715   
  156.0 red   circle merger 5.0043314E7 0.0  1.2356   0.2657 0.6607 0.7215 0.0994 0.1321   0.8933   
  166.0 red   circle merger 5.0043314E7 1.0  1.8991   0.8371 0.8802 0.8745 0.0652 -0.0278  0.8109   
  155.0 red   circle merger 5.004378E7  0.0  1.3591   0.3961 0.7231 0.3997 0.0803 0.0147   0.8058   
  165.0 red   circle merger 5.004378E7  1.0  1.4371   0.7415 0.8499 0.3858 0.0697 -0.0199  0.9302   
  154.0 red   circle merger 5.0088607E7 0.0  1.7213   0.4248 0.7616 0.7267 0.0228 0.0418   0.7756   
  164.0 red   circle merger 5.0088607E7 1.0  1.9909   0.7447 0.9179 0.7924 0.1574 -0.0758  0.8264   
  153.0 red   circle merger 5.0118204E7 0.0  1.8112   0.5069 0.8029 0.4208 0.0903 -0.0538  0.8355   
  163.0 red   circle merger 5.0118204E7 1.0  1.8909   0.5964 0.8858 0.6677 0.0609 0.0637   0.8613   
  150.0 red   circle merger 5.0119018E7 0.0  1.8445   0.4928 0.7573 0.6717 0.1195 -0.0789  0.9065   
  160.0 red   circle merger 5.0119018E7 1.0  1.8156   0.583  0.82   0.9189 0.0624 0.0156   0.8809   
  122.0 red   circle merger 5.012433E7  0.0  1.4224   0.3235 0.6615 0.7776 0.2199 0.1786   0.8972   
  132.0 red   circle merger 5.012433E7  1.0  1.2196   0.8386 0.893  0.6903 0.1145 -0.0287  0.8838   
  142.0 red   circle merger 5.012433E7  2.0  1.1835   0.6829 0.9045 0.7225 0.0859 0.1085   0.7804   
  152.0 red   circle merger 5.012433E7  3.0  1.6101   0.4823 0.8542 0.5763 0.0461 0.008    0.7166   
  162.0 red   circle merger 5.012433E7  4.0  1.7626   0.4328 0.8457 0.5576 0.0624 0.0077   0.8535   
  128.0 red   circle merger 5.0231545E7 0.0  1.8043   0.6217 0.7272 0.9276 0.1853 0.2025   0.9528   
  138.0 red   circle merger 5.0231545E7 1.0  1.0949   0.6116 0.7116 0.6434 0.2049 -0.1077  0.8039   
  148.0 red   circle merger 5.0231545E7 2.0  2.2832   0.5858 0.7248 0.5886 0.2161 -0.2092  0.7689   
  158.0 red   circle merger 5.0231545E7 3.0  1.3758   0.8513 0.8214 0.6985 0.0592 0.015    0.8786   
  168.0 red   circle merger 5.0231545E7 4.0  1.344    0.6287 0.8215 0.8646 0.1373 0.0779   0.9744   
  141.0 red   circle merger 5.024762E7  0.0  1.5163   0.4027 0.8321 0.5976 0.2106 -0.1463  0.7179   
  151.0 red   circle merger 5.024762E7  1.0  1.21     0.8672 0.8944 0.6842 0.065  -0.064   0.7676   
  161.0 red   circle merger 5.024762E7  2.0  1.6951   0.5292 0.8894 0.4969 0.0688 -0.0123  0.7117   
  153.0 red   circle merger 5.026391E7  0.0  1.7449   0.3917 0.7275 0.4751 0.0565 -0.0311  0.837    
